Variable.Name	Variable.Description	Code.or.Value	Value.Description
OHX31PCM	Loss of Attachment:  Lower right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX31PCM	Loss of Attachment:  Lower right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX31PCP	Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)	0 to 8	Range of Values
OHX31PCP	Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX31PCP	Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHX31PCS	Loss of Attachment:  Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)	0 to 10	Range of Values
OHX31PCS	Loss of Attachment:  Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)	99	Cannot be assessed
OHX31PCS	Loss of Attachment:  Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)	.	Missing
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	1	6 months or less
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	2	More than 6 months, but not more than 1 year ago
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	3	More than 1 year, but not more than 2 years ago
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	4	More than 2 years, but not more than 3 years ago
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	5	More than 3 years, but not more than 5 years ago
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	6	More than 5 years ago
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	7	Never have been
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	77	Refused
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	99	Don't know
OHQ030	The next questions are about {your/SP's} teeth and gums.  About how long has it been since {you/SP} last visited a dentist? Incl	.	Missing
OHQ033	What was the main reason {you/SP} last visited the dentist?	1	Went in on own for check-up, examination, or cleaning
OHQ033	What was the main reason {you/SP} last visited the dentist?	2	Was called in by the dentist for check-up, examination, or cleaning
OHQ033	What was the main reason {you/SP} last visited the dentist?	3	Something was wrong, bothering or hurting {me/SP}
OHQ033	What was the main reason {you/SP} last visited the dentist?	4	Went for treatment of a condition that dentist discovered at earlier checkup or examination
OHQ033	What was the main reason {you/SP} last visited the dentist?	5	Other
OHQ033	What was the main reason {you/SP} last visited the dentist?	7	Refused
OHQ033	What was the main reason {you/SP} last visited the dentist?	9	Don't know
OHQ033	What was the main reason {you/SP} last visited the dentist?	.	Missing
OHQ610	In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about... .	1	Yes
OHQ610	In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about... .	2	No
OHQ610	In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about... .	7	Refused
OHQ610	In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about... .	9	Don't know
OHQ610	In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about... .	.	Missing
OHQ612	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	1	Yes
OHQ612	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	2	No
OHQ612	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	7	Refused
OHQ612	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	9	Don't know
OHQ612	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	.	Missing
OHQ614	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	1	Yes
OHQ614	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	2	No
OHQ614	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	7	Refused
OHQ614	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	9	Don't know
OHQ614	(In the past 12 months, did a dentist, hygienist or other dental professional have a direct conversation with {you/SP} about...)	.	Missing
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	1	Very often
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	2	Fairly often
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	3	Occasionally
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	4	Hardly ever, or
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	5	Never?
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	7	Refused
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	9	Don't know
OHQ620	How often during the last year (have you/ has SP) had painful aching anywhere in (your/his/her) mouth?  Would you say....	.	Missing
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	1	Very often
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	2	Fairly often
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	3	Occasionally
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	4	Hardly ever, or
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	5	Never?
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	7	Refused
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	9	Don't know
OHQ640	How often during the last year {have you/has SP} had difficulty doing {your/his/her} usual jobs or attending school because of p	.	Missing
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	1	Very often
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	2	Fairly often
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	3	Occasionally
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	4	Hardly ever, or
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	5	Never?
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	7	Refused
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	9	Don't know
OHQ680	How often during the last year {have you/has SP} been self-conscious or embarrassed because of  {your/his/her} teeth, mouth or d	.	Missing
OHQ770	During the past 12 months was there a time when (you/SP) needed dental care but could not get it at that time?	1	Yes
OHQ770	During the past 12 months was there a time when (you/SP) needed dental care but could not get it at that time?	2	No
OHQ770	During the past 12 months was there a time when (you/SP) needed dental care but could not get it at that time?	7	Refused
OHQ770	During the past 12 months was there a time when (you/SP) needed dental care but could not get it at that time?	9	Don't know
OHQ770	During the past 12 months was there a time when (you/SP) needed dental care but could not get it at that time?	.	Missing
OHQ780A	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	10	Could not afford the cost
OHQ780A	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	77	Refused
OHQ780A	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	99	Don't know
OHQ780A	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780B	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	11	Did not want to spend the money
OHQ780B	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780C	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	12	Insurance did not cover recommended procedure
OHQ780C	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780D	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	13	Dental office is too far away
OHQ780D	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780E	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	14	Dental office not open at convenient time
OHQ780E	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780F	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	15	Another dentist recommended not doing it
OHQ780F	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780G	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	16	Afraid or do not like dentists
OHQ780G	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780H	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	17	Unable to take time off from work
OHQ780H	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780I	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	18	Too busy
OHQ780I	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780J	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	19	I did not think anything serious was wrong - expected dental problems to go away
OHQ780J	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ780K	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	20	Other
OHQ780K	What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?	.	Missing
OHQ835	The next questions will ask about the condition of {your/SP's} teeth and some factors related to gum health.  Gum disease is a c	1	Yes
OHQ835	The next questions will ask about the condition of {your/SP's} teeth and some factors related to gum health.  Gum disease is a c	2	No
OHQ835	The next questions will ask about the condition of {your/SP's} teeth and some factors related to gum health.  Gum disease is a c	7	Refused
OHQ835	The next questions will ask about the condition of {your/SP's} teeth and some factors related to gum health.  Gum disease is a c	9	Don't know
OHQ835	The next questions will ask about the condition of {your/SP's} teeth and some factors related to gum health.  Gum disease is a c	.	Missing
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	1	Excellent
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	2	Very good
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	3	Good
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	4	Fair
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	5	Poor
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	7	Refused
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	9	Don't know
OHQ845	Overall, how would {you/SP} rate the health of {your/his/her} teeth and gums?	.	Missing
OHQ850	"{Have you/Has SP} ever had treatment for gum disease such as scaling and root planing, sometimes called ""deep cleaning""?"	1	Yes
OHQ850	"{Have you/Has SP} ever had treatment for gum disease such as scaling and root planing, sometimes called ""deep cleaning""?"	2	No
OHQ850	"{Have you/Has SP} ever had treatment for gum disease such as scaling and root planing, sometimes called ""deep cleaning""?"	7	Refused
OHQ850	"{Have you/Has SP} ever had treatment for gum disease such as scaling and root planing, sometimes called ""deep cleaning""?"	9	Don't know
OHQ850	"{Have you/Has SP} ever had treatment for gum disease such as scaling and root planing, sometimes called ""deep cleaning""?"	.	Missing
OHQ855	{Have you/Has SP} ever had any teeth become loose on their own, without an injury?	1	Yes
OHQ855	{Have you/Has SP} ever had any teeth become loose on their own, without an injury?	2	No
OHQ855	{Have you/Has SP} ever had any teeth become loose on their own, without an injury?	7	Refused
OHQ855	{Have you/Has SP} ever had any teeth become loose on their own, without an injury?	9	Don't know
OHQ855	{Have you/Has SP} ever had any teeth become loose on their own, without an injury?	.	Missing
OHQ860	{Have you/Has SP} ever been told by a dental professional that {you/s/he} lost bone around [your/his/her} teeth?	1	Yes
OHQ860	{Have you/Has SP} ever been told by a dental professional that {you/s/he} lost bone around [your/his/her} teeth?	2	No
OHQ860	{Have you/Has SP} ever been told by a dental professional that {you/s/he} lost bone around [your/his/her} teeth?	7	Refused
OHQ860	{Have you/Has SP} ever been told by a dental professional that {you/s/he} lost bone around [your/his/her} teeth?	9	Don't know
OHQ860	{Have you/Has SP} ever been told by a dental professional that {you/s/he} lost bone around [your/his/her} teeth?	.	Missing
OHQ865	During the past three months, {have you/has SP} noticed a tooth that doesn't look right?	1	Yes
OHQ865	During the past three months, {have you/has SP} noticed a tooth that doesn't look right?	2	No
OHQ865	During the past three months, {have you/has SP} noticed a tooth that doesn't look right?	7	Refused
OHQ865	During the past three months, {have you/has SP} noticed a tooth that doesn't look right?	9	Don't know
OHQ865	During the past three months, {have you/has SP} noticed a tooth that doesn't look right?	.	Missing
OHQ870	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use dental floss 	0 to 7	Range of Values
OHQ870	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use dental floss 	77	Refused
OHQ870	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use dental floss 	99	Don't know
OHQ870	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use dental floss 	.	Missing
OHQ875	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use mouthwash or 	0 to 7	Range of Values
OHQ875	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use mouthwash or 	77	Refused
OHQ875	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use mouthwash or 	99	Don't know
OHQ875	Aside from brushing {your/his/her} teeth with a toothbrush, in the last seven days, how many days did {you/SP} use mouthwash or 	.	Missing
OHQ880	{Have you/Has SP} ever had an exam for oral cancer in which the doctor or dentist pulls on {your/his/her} tongue, sometimes with	1	Yes
OHQ880	{Have you/Has SP} ever had an exam for oral cancer in which the doctor or dentist pulls on {your/his/her} tongue, sometimes with	2	No
OHQ880	{Have you/Has SP} ever had an exam for oral cancer in which the doctor or dentist pulls on {your/his/her} tongue, sometimes with	7	Refused
OHQ880	{Have you/Has SP} ever had an exam for oral cancer in which the doctor or dentist pulls on {your/his/her} tongue, sometimes with	9	Don't know
OHQ880	{Have you/Has SP} ever had an exam for oral cancer in which the doctor or dentist pulls on {your/his/her} tongue, sometimes with	.	Missing
